security,trade_date,display_name,open,close,high,low,pre_close,change_pct,volume
IXIC,2017-10-30,纳斯达克指数,6693.77,6698.96,6727.39,6677.15,6701.26,-0.03,0.0
IXIC,2017-10-27,纳斯达克指数,6635.03,6701.26,6708.13,6625.78,6556.77,2.2,0.0
IXIC,2017-10-26,纳斯达克指数,6567.59,6556.77,6582.76,6550.03,6563.89,-0.11,0.0
IXIC,2017-10-25,纳斯达克指数,6587.22,6563.89,6600.64,6517.93,6598.43,-0.52,0.0
IXIC,2017-10-24,纳斯达克指数,6598.6,6598.43,6611.9,6582.06,6586.83,0.18,0.0
IXIC,2017-10-23,纳斯达克指数,6641.57,6586.83,6641.57,6581.15,6629.05,-0.64,0.0
IXIC,2017-10-20,纳斯达克指数,6633.37,6629.05,6640.03,6622.92,6605.07,0.36,0.0
IXIC,2017-10-19,纳斯达克指数,6583.7,6605.07,6605.29,6558.53,6624.22,-0.29,0.0
IXIC,2017-10-18,纳斯达克指数,6634.25,6624.22,6635.52,6613.55,6623.66,0.01,0.0
IXIC,2017-10-17,纳斯达克指数,6621.42,6623.66,6628.6,6613.21,6624.0,-0.01,0.0
IXIC,2017-10-16,纳斯达克指数,6622.55,6624.0,6632.5,6607.03,6605.8,0.28,0.0
IXIC,2017-10-13,纳斯达克指数,6613.2,6605.8,6616.58,6602.2,6591.51,0.22,0.0
IXIC,2017-10-12,纳斯达克指数,6594.76,6591.51,6613.5,6586.32,6603.55,-0.18,0.0
IXIC,2017-10-11,纳斯达克指数,6586.72,6603.55,6604.21,6577.99,6587.25,0.25,0.0
IXIC,2017-10-10,纳斯达克指数,6602.49,6587.25,6608.3,6561.78,6579.73,0.11,0.0
IXIC,2017-10-09,纳斯达克指数,6597.37,6579.73,6599.34,6572.44,6590.18,-0.16,0.0
IXIC,2017-10-06,纳斯达克指数,6566.95,6590.18,6590.18,6566.84,6585.36,0.07,0.0
IXIC,2017-10-05,纳斯达克指数,6552.87,6585.36,6587.21,6547.65,6534.63,0.78,0.0
IXIC,2017-10-04,纳斯达克指数,6521.96,6534.63,6546.46,6513.12,6531.71,0.04,0.0
IXIC,2017-10-03,纳斯达克指数,6523.74,6531.71,6532.18,6509.71,6516.72,0.23,0.0
IXIC,2017-10-02,纳斯达克指数,6506.08,6516.72,6527.22,6484.14,6495.96,0.32,0.0
IXIC,2017-09-29,纳斯达克指数,6461.28,6495.96,6497.98,6454.86,6453.45,0.66,0.0
IXIC,2017-09-28,纳斯达克指数,6437.96,6453.45,6456.23,6427.66,6453.26,0.0,0.0
IXIC,2017-09-27,纳斯达克指数,6414.37,6453.26,6472.65,6405.36,6380.16,1.15,0.0
IXIC,2017-09-26,纳斯达克指数,6391.85,6380.16,6405.0,6364.57,6370.59,0.15,0.0
IXIC,2017-09-25,纳斯达克指数,6403.11,6370.59,6408.05,6343.96,6426.92,-0.88,0.0
IXIC,2017-09-22,纳斯达克指数,6401.44,6426.92,6429.54,6400.81,6422.69,0.07,0.0
IXIC,2017-09-21,纳斯达克指数,6448.57,6422.69,6448.57,6405.3,6456.04,-0.52,0.0
IXIC,2017-09-20,纳斯达克指数,6459.73,6456.04,6466.05,6414.23,6461.32,-0.08,0.0
IXIC,2017-09-19,纳斯达克指数,6465.57,6461.32,6467.79,6446.75,6454.64,0.1,0.0
IXIC,2017-09-18,纳斯达克指数,6460.1,6454.64,6477.77,6438.41,6448.47,0.1,0.0
IXIC,2017-09-15,纳斯达克指数,6426.15,6448.47,6464.27,6419.65,6429.08,0.3,0.0
IXIC,2017-09-14,纳斯达克指数,6439.46,6429.08,6455.32,6424.04,6460.19,-0.48,0.0
IXIC,2017-09-13,纳斯达克指数,6440.71,6460.19,6460.42,6433.2,6454.28,0.09,0.0
IXIC,2017-09-12,纳斯达克指数,6448.81,6454.28,6455.02,6429.54,6432.26,0.34,0.0
IXIC,2017-09-11,纳斯达克指数,6411.18,6432.26,6439.11,6410.71,6360.19,1.13,0.0
IXIC,2017-09-08,纳斯达克指数,6389.65,6360.19,6391.41,6354.96,6397.87,-0.59,0.0
IXIC,2017-09-07,纳斯达克指数,6402.93,6397.87,6413.07,6379.81,6393.31,0.07,0.0
IXIC,2017-09-06,纳斯达克指数,6394.35,6393.31,6407.4,6356.2,6375.57,0.28,0.0
IXIC,2017-09-05,纳斯达克指数,6414.82,6375.57,6426.51,6334.59,6435.33,-0.93,0.0
IXIC,2017-09-01,纳斯达克指数,6442.16,6435.33,6449.65,6417.87,6428.66,0.1,0.0
IXIC,2017-08-31,纳斯达克指数,6385.8,6428.66,6435.27,6383.58,6368.31,0.95,0.0
IXIC,2017-08-30,纳斯达克指数,6308.68,6368.31,6374.47,6303.57,6301.89,1.05,0.0
IXIC,2017-08-29,纳斯达克指数,6228.9,6301.89,6311.26,6228.73,6283.02,0.3,0.0
IXIC,2017-08-28,纳斯达克指数,6286.01,6283.02,6292.26,6267.85,6265.64,0.28,0.0
IXIC,2017-08-25,纳斯达克指数,6293.81,6265.64,6308.72,6257.1,6271.33,-0.09,0.0
IXIC,2017-08-24,纳斯达克指数,6294.82,6271.33,6302.85,6244.57,6278.41,-0.11,0.0
IXIC,2017-08-23,纳斯达克指数,6263.47,6278.41,6291.3,6263.29,6297.48,-0.3,0.0
IXIC,2017-08-22,纳斯达克指数,6241.21,6297.48,6302.84,6241.21,6213.13,1.36,0.0
IXIC,2017-08-21,纳斯达克指数,6216.32,6213.13,6226.93,6177.19,6216.53,-0.05,0.0
IXIC,2017-08-18,纳斯达克指数,6222.45,6216.53,6254.22,6193.38,6221.91,-0.09,0.0
IXIC,2017-08-17,纳斯达克指数,6322.72,6221.91,6334.23,6221.91,6345.11,-1.94,0.0
IXIC,2017-08-16,纳斯达克指数,6348.11,6345.11,6374.56,6330.27,6333.01,0.19,0.0
IXIC,2017-08-15,纳斯达克指数,6350.51,6333.01,6350.74,6324.75,6340.23,-0.11,0.0
IXIC,2017-08-14,纳斯达克指数,6306.11,6340.23,6346.83,6305.55,6256.56,1.34,0.0
IXIC,2017-08-11,纳斯达克指数,6222.18,6256.56,6266.89,6216.19,6216.87,0.64,0.0
IXIC,2017-08-10,纳斯达克指数,6312.64,6216.87,6318.28,6214.41,6352.33,-2.13,0.0
IXIC,2017-08-09,纳斯达克指数,6322.91,6352.33,6355.04,6309.44,6370.46,-0.28,0.0
IXIC,2017-08-08,纳斯达克指数,6373.33,6370.46,6423.35,6355.88,6383.77,-0.21,0.0
IXIC,2017-08-07,纳斯达克指数,6361.05,6383.77,6386.03,6356.23,6351.56,0.51,0.0
IXIC,2017-08-04,纳斯达克指数,6350.79,6351.56,6361.49,6329.73,6340.34,0.18,0.0
IXIC,2017-08-03,纳斯达克指数,6366.24,6340.34,6368.53,6331.14,6362.65,-0.35,0.0
IXIC,2017-08-02,纳斯达克指数,6393.1,6362.65,6394.21,6313.43,6362.94,0.0,0.0
IXIC,2017-08-01,纳斯达克指数,6372.16,6362.94,6375.75,6345.75,6348.12,0.23,0.0
IXIC,2017-07-31,纳斯达克指数,6394.68,6348.12,6396.59,6338.79,6374.68,-0.42,0.0
IXIC,2017-07-28,纳斯达克指数,6350.27,6374.68,6379.7,6337.22,6382.19,-0.12,0.0
IXIC,2017-07-27,纳斯达克指数,6459.75,6382.19,6460.84,6318.62,6422.75,-0.63,0.0
IXIC,2017-07-26,纳斯达克指数,6425.93,6422.75,6432.38,6416.3,6412.17,0.17,0.0
IXIC,2017-07-25,纳斯达克指数,6407.59,6412.17,6425.45,6396.87,6410.81,0.02,0.0
IXIC,2017-07-24,纳斯达克指数,6387.82,6410.81,6417.7,6380.61,6387.75,0.36,0.0
IXIC,2017-07-21,纳斯达克指数,6383.05,6387.75,6388.78,6365.12,6390.0,-0.04,0.0
IXIC,2017-07-20,纳斯达克指数,6396.45,6390.0,6398.26,6365.68,6385.04,0.08,0.0
IXIC,2017-07-19,纳斯达克指数,6363.23,6385.04,6387.73,6362.19,6344.31,0.64,0.0
IXIC,2017-07-18,纳斯达克指数,6304.82,6344.31,6344.55,6291.07,6314.43,0.47,0.0
IXIC,2017-07-17,纳斯达克指数,6320.35,6314.43,6330.97,6307.34,6312.47,0.03,0.0
IXIC,2017-07-14,纳斯达克指数,6289.08,6312.47,6321.76,6278.7,6274.44,0.61,0.0
IXIC,2017-07-13,纳斯达克指数,6269.1,6274.44,6281.45,6251.26,6261.17,0.21,0.0
IXIC,2017-07-12,纳斯达克指数,6238.89,6261.17,6265.64,6236.82,6193.3,1.1,0.0
IXIC,2017-07-11,纳斯达克指数,6171.25,6193.3,6200.58,6149.87,6176.39,0.27,0.0
IXIC,2017-07-10,纳斯达克指数,6156.03,6176.39,6191.27,6141.83,6153.08,0.38,0.0
IXIC,2017-07-07,纳斯达克指数,6111.21,6153.08,6164.94,6111.21,6089.46,1.04,0.0
IXIC,2017-07-06,纳斯达克指数,6109.6,6089.46,6127.98,6081.96,6150.86,-1.0,0.0
IXIC,2017-07-05,纳斯达克指数,6122.05,6150.86,6163.62,6100.42,6110.06,0.67,0.0
IXIC,2017-07-03,纳斯达克指数,6173.29,6110.06,6177.36,6106.12,6140.42,-0.49,0.0
IXIC,2017-06-30,纳斯达克指数,6166.83,6140.42,6170.63,6129.04,6144.35,-0.06,0.0
IXIC,2017-06-29,纳斯达克指数,6215.48,6144.35,6216.6,6087.81,6234.41,-1.44,0.0
IXIC,2017-06-28,纳斯达克指数,6173.1,6234.41,6238.29,6144.8,6146.62,1.43,0.0
IXIC,2017-06-27,纳斯达克指数,6227.9,6146.62,6234.32,6146.62,6247.15,-1.61,0.0
IXIC,2017-06-26,纳斯达克指数,6292.73,6247.15,6303.45,6233.43,6265.25,-0.29,0.0
IXIC,2017-06-23,纳斯达克指数,6234.35,6265.25,6269.37,6218.78,6236.69,0.46,0.0
IXIC,2017-06-22,纳斯达克指数,6239.15,6236.69,6257.68,6221.96,6233.95,0.04,0.0
IXIC,2017-06-21,纳斯达克指数,6202.74,6233.95,6236.66,6200.86,6188.03,0.74,0.0
IXIC,2017-06-20,纳斯达克指数,6229.62,6188.03,6234.01,6186.94,6239.01,-0.82,0.0
IXIC,2017-06-19,纳斯达克指数,6196.85,6239.01,6243.31,6194.0,6151.76,1.42,0.0
IXIC,2017-06-16,纳斯达克指数,6154.28,6151.76,6161.56,6125.5,6165.5,-0.22,0.0
IXIC,2017-06-15,纳斯达克指数,6127.05,6165.5,6170.15,6107.85,6194.89,-0.47,0.0
IXIC,2017-06-14,纳斯达克指数,6237.46,6194.89,6237.53,6153.55,6220.37,-0.41,0.0
IXIC,2017-06-13,纳斯达克指数,6206.11,6220.37,6226.41,6180.04,6175.46,0.73,0.0
IXIC,2017-06-12,纳斯达克指数,6153.55,6175.46,6183.81,6110.66,6207.92,-0.52,0.0
IXIC,2017-06-09,纳斯达克指数,6330.25,6207.92,6341.7,6137.68,6321.76,-1.8,0.0
IXIC,2017-06-08,纳斯达克指数,6311.73,6321.76,6324.06,6282.93,6297.38,0.39,0.0
IXIC,2017-06-07,纳斯达克指数,6290.44,6297.38,6302.78,6267.18,6275.06,0.36,0.0
IXIC,2017-06-06,纳斯达克指数,6281.88,6275.06,6304.21,6269.86,6295.68,-0.33,0.0
IXIC,2017-06-05,纳斯达克指数,6305.46,6295.68,6310.62,6292.14,6305.8,-0.16,0.0
IXIC,2017-06-02,纳斯达克指数,6261.59,6305.8,6308.76,6253.77,6246.83,0.94,0.0
IXIC,2017-06-01,纳斯达克指数,6215.91,6246.83,6247.07,6200.45,6198.52,0.78,0.0
IXIC,2017-05-31,纳斯达克指数,6221.63,6198.52,6221.99,6164.07,6203.19,-0.08,0.0
IXIC,2017-05-30,纳斯达克指数,6204.18,6203.19,6217.13,6200.41,6210.19,-0.11,0.0
IXIC,2017-05-26,纳斯达克指数,6207.04,6210.19,6211.52,6196.66,6205.26,0.08,0.0
IXIC,2017-05-25,纳斯达克指数,6183.02,6205.26,6217.34,6174.52,6163.02,0.69,0.0
IXIC,2017-05-24,纳斯达克指数,6154.18,6163.02,6166.09,6139.33,6138.71,0.4,0.0
IXIC,2017-05-23,纳斯达克指数,6149.55,6138.71,6150.91,6121.79,6133.62,0.08,0.0
IXIC,2017-05-22,纳斯达克指数,6098.25,6133.62,6135.92,6097.24,6083.7,0.82,0.0
IXIC,2017-05-19,纳斯达克指数,6070.23,6083.7,6106.55,6070.23,6055.13,0.47,0.0
IXIC,2017-05-18,纳斯达克指数,5998.46,6055.13,6073.45,5996.81,6011.24,0.73,0.0
IXIC,2017-05-17,纳斯达克指数,6108.62,6011.24,6122.87,6009.48,6169.87,-2.57,0.0
IXIC,2017-05-16,纳斯达克指数,6160.52,6169.87,6170.16,6139.1,6149.67,0.33,0.0
IXIC,2017-05-15,纳斯达克指数,6128.11,6149.67,6153.04,6124.79,6121.23,0.46,0.0
IXIC,2017-05-12,纳斯达克指数,6119.27,6121.23,6122.84,6105.42,6115.96,0.09,0.0
IXIC,2017-05-11,纳斯达克指数,6110.04,6115.96,6120.2,6075.68,6129.14,-0.22,0.0
IXIC,2017-05-10,纳斯达克指数,6121.64,6129.14,6131.64,6103.87,6120.59,0.14,0.0
IXIC,2017-05-09,纳斯达克指数,6111.81,6120.59,6133.0,6107.59,6102.66,0.29,0.0
IXIC,2017-05-08,纳斯达克指数,6100.66,6102.66,6106.12,6083.06,6100.76,0.03,0.0
IXIC,2017-05-05,纳斯达克指数,6091.69,6100.76,6100.76,6067.16,6075.34,0.42,0.0
IXIC,2017-05-04,纳斯达克指数,6075.06,6075.34,6080.82,6054.33,6072.55,0.05,0.0
IXIC,2017-05-03,纳斯达克指数,6075.04,6072.55,6076.96,6053.28,6095.37,-0.37,0.0
IXIC,2017-05-02,纳斯达克指数,6102.51,6095.37,6102.72,6081.56,6091.6,0.06,0.0
IXIC,2017-05-01,纳斯达克指数,6067.55,6091.6,6100.73,6061.35,6047.61,0.73,0.0
IXIC,2017-04-28,纳斯达克指数,6072.87,6047.61,6074.04,6040.71,6048.93,-0.02,0.0
IXIC,2017-04-27,纳斯达克指数,6038.47,6048.93,6050.7,6031.59,6025.23,0.39,0.0
IXIC,2017-04-26,纳斯达克指数,6028.12,6025.23,6040.89,6021.72,6025.49,0.0,0.0
IXIC,2017-04-25,纳斯达克指数,6004.16,6025.49,6036.02,6002.65,5983.82,0.7,0.0
IXIC,2017-04-24,纳斯达克指数,5979.95,5983.82,5989.92,5970.25,5910.52,1.24,0.0
IXIC,2017-04-21,纳斯达克指数,5919.02,5910.52,5919.23,5899.43,5916.78,-0.11,0.0
IXIC,2017-04-20,纳斯达克指数,5887.87,5916.78,5926.23,5880.2,5863.03,0.92,0.0
IXIC,2017-04-19,纳斯达克指数,5874.43,5863.03,5894.67,5856.34,5849.47,0.23,0.0
IXIC,2017-04-18,纳斯达克指数,5838.59,5849.47,5860.04,5828.57,5856.79,-0.12,0.0
IXIC,2017-04-17,纳斯达克指数,5821.54,5856.79,5856.79,5818.2,5805.15,0.89,0.0
IXIC,2017-04-13,纳斯达克指数,5828.36,5805.15,5856.54,5805.15,5836.16,-0.53,0.0
IXIC,2017-04-12,纳斯达克指数,5863.58,5836.16,5868.09,5830.44,5866.77,-0.52,0.0
IXIC,2017-04-11,纳斯达克指数,5871.16,5866.77,5878.94,5819.29,5880.93,-0.24,0.0
IXIC,2017-04-10,纳斯达克指数,5883.43,5880.93,5907.85,5865.56,5877.81,0.05,0.0
IXIC,2017-04-07,纳斯达克指数,5873.94,5877.81,5892.07,5855.51,5878.95,-0.02,0.0
IXIC,2017-04-06,纳斯达克指数,5870.52,5878.95,5889.58,5856.22,5864.48,0.25,0.0
IXIC,2017-04-05,纳斯达克指数,5911.92,5864.48,5936.39,5856.26,5898.61,-0.58,0.0
IXIC,2017-04-04,纳斯达克指数,5878.76,5898.61,5901.39,5878.76,5894.68,0.07,0.0
IXIC,2017-04-03,纳斯达克指数,5917.31,5894.68,5928.93,5867.73,5911.74,-0.29,0.0
IXIC,2017-03-31,纳斯达克指数,5905.63,5911.74,5927.81,5901.77,5914.34,-0.04,0.0
IXIC,2017-03-30,纳斯达克指数,5896.15,5914.34,5916.77,5894.0,5897.55,0.28,0.0
IXIC,2017-03-29,纳斯达克指数,5875.35,5897.55,5900.87,5870.93,5875.14,0.38,0.0
IXIC,2017-03-28,纳斯达克指数,5836.5,5875.14,5888.7,5828.86,5840.37,0.6,0.0
IXIC,2017-03-27,纳斯达克指数,5776.33,5840.37,5849.2,5769.39,5828.74,0.2,0.0
IXIC,2017-03-24,纳斯达克指数,5839.33,5828.74,5858.95,5807.83,5817.69,0.19,0.0
IXIC,2017-03-23,纳斯达克指数,5812.31,5817.69,5842.82,5806.98,5821.64,-0.07,0.0
IXIC,2017-03-22,纳斯达克指数,5790.59,5821.64,5825.67,5781.8,5793.83,0.48,0.0
IXIC,2017-03-21,纳斯达克指数,5923.42,5793.83,5928.06,5790.73,5901.53,-1.82,0.0
IXIC,2017-03-20,纳斯达克指数,5898.8,5901.53,5915.12,5888.12,5901.0,0.01,0.0
IXIC,2017-03-17,纳斯达克指数,5898.58,5901.0,5912.61,5890.42,5900.76,0.0,0.0
IXIC,2017-03-16,纳斯达克指数,5907.86,5900.76,5911.48,5887.24,5900.05,0.01,0.0
IXIC,2017-03-15,纳斯达克指数,5869.97,5900.05,5911.2,5858.16,5856.82,0.74,0.0
IXIC,2017-03-14,纳斯达克指数,5860.07,5856.82,5860.5,5831.88,5875.78,-0.32,0.0
IXIC,2017-03-13,纳斯达克指数,5863.48,5875.78,5877.43,5860.83,5861.73,0.24,0.0
IXIC,2017-03-10,纳斯达克指数,5867.16,5861.73,5872.6,5835.44,5838.81,0.39,0.0
IXIC,2017-03-09,纳斯达克指数,5834.67,5838.81,5852.54,5812.08,5837.55,0.02,0.0
IXIC,2017-03-08,纳斯达克指数,5838.43,5837.55,5860.63,5832.63,5833.93,0.06,0.0
IXIC,2017-03-07,纳斯达克指数,5836.12,5833.93,5859.77,5826.32,5849.17,-0.26,0.0
IXIC,2017-03-06,纳斯达克指数,5846.41,5849.17,5857.74,5827.46,5870.75,-0.37,0.0
IXIC,2017-03-03,纳斯达克指数,5854.27,5870.75,5870.75,5841.47,5861.22,0.16,0.0
IXIC,2017-03-02,纳斯达克指数,5897.01,5861.22,5897.01,5856.3,5904.03,-0.73,0.0
IXIC,2017-03-01,纳斯达克指数,5874.86,5904.03,5911.79,5865.79,5825.44,1.35,0.0
IXIC,2017-02-28,纳斯达克指数,5852.79,5825.44,5855.07,5817.22,5861.9,-0.62,0.0
IXIC,2017-02-27,纳斯达克指数,5835.04,5861.9,5861.9,5827.0,5845.31,0.28,0.0
IXIC,2017-02-24,纳斯达克指数,5802.33,5845.31,5845.31,5800.55,5835.51,0.17,0.0
IXIC,2017-02-23,纳斯达克指数,5866.81,5835.51,5866.96,5809.55,5860.63,-0.43,0.0
IXIC,2017-02-22,纳斯达克指数,5857.55,5860.63,5864.41,5848.28,5865.95,-0.09,0.0
IXIC,2017-02-21,纳斯达克指数,5850.2,5865.95,5867.89,5847.5,5838.58,0.47,0.0
IXIC,2017-02-17,纳斯达克指数,5807.31,5838.58,5838.58,5800.8,5814.9,0.41,0.0
IXIC,2017-02-16,纳斯达克指数,5823.01,5814.9,5835.15,5796.71,5819.44,-0.08,0.0
IXIC,2017-02-15,纳斯达克指数,5777.9,5819.44,5821.95,5776.7,5782.57,0.64,0.0
IXIC,2017-02-14,纳斯达克指数,5756.5,5782.57,5783.09,5748.74,5763.96,0.32,0.0
IXIC,2017-02-13,纳斯达克指数,5753.19,5763.96,5770.99,5751.92,5734.13,0.52,0.0
IXIC,2017-02-10,纳斯达克指数,5726.17,5734.13,5743.43,5717.42,5715.18,0.33,0.0
IXIC,2017-02-09,纳斯达克指数,5688.02,5715.18,5722.71,5685.15,5682.45,0.58,0.0
IXIC,2017-02-08,纳斯达克指数,5662.95,5682.45,5686.96,5649.39,5674.22,0.15,0.0
IXIC,2017-02-07,纳斯达克指数,5674.86,5674.22,5689.6,5664.82,5663.55,0.19,0.0
IXIC,2017-02-06,纳斯达克指数,5656.95,5663.55,5668.2,5650.26,5666.77,-0.06,0.0
IXIC,2017-02-03,纳斯达克指数,5650.73,5666.77,5666.84,5647.58,5636.2,0.54,0.0
IXIC,2017-02-02,纳斯达克指数,5627.15,5636.2,5656.01,5616.4,5642.65,-0.11,0.0
IXIC,2017-02-01,纳斯达克指数,5654.5,5642.65,5662.11,5621.03,5614.79,0.5,0.0
IXIC,2017-01-31,纳斯达克指数,5592.87,5614.79,5615.15,5576.09,5613.71,0.02,0.0
IXIC,2017-01-30,纳斯达克指数,5635.86,5613.71,5636.09,5578.76,5660.78,-0.83,0.0
IXIC,2017-01-27,纳斯达克指数,5664.88,5660.78,5667.45,5643.9,5655.18,0.1,0.0
IXIC,2017-01-26,纳斯达克指数,5666.28,5655.18,5669.61,5647.65,5656.34,-0.02,0.0
IXIC,2017-01-25,纳斯达克指数,5635.86,5656.34,5658.59,5634.33,5600.96,0.99,0.0
IXIC,2017-01-24,纳斯达克指数,5568.27,5600.96,5606.53,5558.49,5552.94,0.86,0.0
IXIC,2017-01-23,纳斯达克指数,5546.63,5552.94,5564.14,5522.69,5555.33,-0.04,0.0
IXIC,2017-01-20,纳斯达克指数,5556.86,5555.33,5574.35,5542.23,5540.08,0.28,0.0
IXIC,2017-01-19,纳斯达克指数,5560.61,5540.08,5571.53,5528.37,5555.65,-0.28,0.0
IXIC,2017-01-18,纳斯达克指数,5546.94,5555.65,5555.98,5534.77,5538.73,0.31,0.0
IXIC,2017-01-17,纳斯达克指数,5555.16,5538.73,5557.05,5527.22,5574.12,-0.63,0.0
IXIC,2017-01-13,纳斯达克指数,5557.57,5574.12,5584.26,5557.2,5547.49,0.48,0.0
IXIC,2017-01-12,纳斯达克指数,5542.55,5547.49,5550.67,5496.82,5563.65,-0.29,0.0
IXIC,2017-01-11,纳斯达克指数,5550.72,5563.65,5564.08,5524.03,5551.82,0.21,0.0
IXIC,2017-01-10,纳斯达克指数,5536.54,5551.82,5564.25,5528.11,5531.82,0.36,0.0
IXIC,2017-01-09,纳斯达克指数,5527.57,5531.82,5541.08,5517.14,5521.06,0.19,0.0
IXIC,2017-01-06,纳斯达克指数,5499.07,5521.06,5536.52,5482.81,5487.94,0.6,0.0
IXIC,2017-01-05,纳斯达克指数,5474.39,5487.94,5495.85,5464.36,5477.0,0.2,0.0
IXIC,2017-01-04,纳斯达克指数,5440.91,5477.0,5482.35,5440.24,5429.08,0.88,0.0
IXIC,2017-01-03,纳斯达克指数,5425.62,5429.08,5452.57,5397.99,5383.12,0.85,0.0
IXIC,2016-12-30,纳斯达克指数,5440.17,5383.12,5441.9,5371.89,5432.09,-0.9,0.0
IXIC,2016-12-29,纳斯达克指数,5437.51,5432.09,5450.63,5415.18,5438.56,-0.12,0.0
IXIC,2016-12-28,纳斯达克指数,5497.44,5438.56,5498.91,5434.7,5487.44,-0.89,0.0
IXIC,2016-12-27,纳斯达克指数,5470.76,5487.44,5512.37,5469.61,5462.69,0.45,0.0
IXIC,2016-12-23,纳斯达克指数,5441.76,5462.69,5462.69,5441.76,5447.42,0.28,0.0
IXIC,2016-12-22,纳斯达克指数,5472.01,5447.42,5472.01,5432.77,5471.43,-0.44,0.0
IXIC,2016-12-21,纳斯达克指数,5482.63,5471.43,5486.26,5465.31,5483.94,-0.23,0.0
IXIC,2016-12-20,纳斯达克指数,5473.53,5483.94,5489.47,5471.71,5457.44,0.49,0.0
IXIC,2016-12-19,纳斯达克指数,5441.2,5457.44,5483.42,5436.54,5437.16,0.37,0.0
IXIC,2016-12-16,纳斯达克指数,5467.82,5437.16,5474.58,5426.01,5456.85,-0.36,0.0
IXIC,2016-12-15,纳斯达克指数,5443.5,5456.85,5485.12,5439.39,5436.67,0.37,0.0
IXIC,2016-12-14,纳斯达克指数,5465.69,5436.67,5476.25,5425.73,5463.83,-0.5,0.0
IXIC,2016-12-13,纳斯达克指数,5433.57,5463.83,5486.75,5430.72,5412.54,0.95,0.0
IXIC,2016-12-12,纳斯达克指数,5428.21,5412.54,5434.9,5394.42,5444.5,-0.59,0.0
IXIC,2016-12-09,纳斯达克指数,5436.11,5444.5,5450.16,5427.12,5417.36,0.5,0.0
IXIC,2016-12-08,纳斯达克指数,5394.15,5417.36,5425.52,5389.1,5393.76,0.44,0.0
IXIC,2016-12-07,纳斯达克指数,5322.67,5393.76,5397.93,5307.31,5333.0,1.14,0.0
IXIC,2016-12-06,纳斯达克指数,5317.73,5333.0,5333.99,5299.94,5308.89,0.45,0.0
IXIC,2016-12-05,纳斯达克指数,5283.58,5308.89,5321.09,5269.57,5255.65,1.01,0.0
IXIC,2016-12-02,纳斯达克指数,5249.02,5255.65,5274.54,5239.27,5251.11,0.09,0.0
IXIC,2016-12-01,纳斯达克指数,5323.88,5251.11,5326.34,5238.21,5323.68,-1.36,0.0
IXIC,2016-11-30,纳斯达克指数,5391.35,5323.68,5393.15,5323.68,5379.92,-1.05,0.0
IXIC,2016-11-29,纳斯达克指数,5370.97,5379.92,5403.86,5360.56,5368.81,0.21,0.0
IXIC,2016-11-28,纳斯达克指数,5387.92,5368.81,5396.27,5364.91,5398.92,-0.56,0.0
IXIC,2016-11-25,纳斯达克指数,5388.48,5398.92,5398.92,5379.28,5380.68,0.34,0.0
IXIC,2016-11-23,纳斯达克指数,5366.54,5380.68,5380.68,5350.68,5386.35,-0.11,0.0
IXIC,2016-11-22,纳斯达克指数,5384.75,5386.35,5392.26,5365.6,5368.86,0.33,0.0
IXIC,2016-11-21,纳斯达克指数,5336.78,5368.86,5369.83,5334.16,5321.51,0.89,0.0
IXIC,2016-11-18,纳斯达克指数,5340.96,5321.51,5346.8,5315.53,5333.97,-0.23,0.0
IXIC,2016-11-17,纳斯达克指数,5295.07,5333.97,5334.05,5288.16,5294.58,0.74,0.0
IXIC,2016-11-16,纳斯达克指数,5253.73,5294.58,5299.63,5251.88,5275.62,0.36,0.0
IXIC,2016-11-15,纳斯达克指数,5241.34,5275.62,5287.06,5236.25,5218.4,1.1,0.0
IXIC,2016-11-14,纳斯达克指数,5246.33,5218.4,5247.17,5192.04,5237.11,-0.36,0.0
IXIC,2016-11-11,纳斯达克指数,5191.82,5237.11,5241.08,5179.64,5208.8,0.54,0.0
IXIC,2016-11-10,纳斯达克指数,5283.48,5208.8,5302.68,5145.32,5251.07,-0.8,0.0
IXIC,2016-11-09,纳斯达克指数,5143.86,5251.07,5258.99,5143.86,5193.49,1.11,0.0
IXIC,2016-11-08,纳斯达克指数,5154.99,5193.49,5214.17,5145.3,5166.17,0.53,0.0
IXIC,2016-11-07,纳斯达克指数,5128.99,5166.17,5169.41,5122.77,5046.37,2.37,0.0
IXIC,2016-11-04,纳斯达克指数,5034.4,5046.37,5087.51,5034.4,5058.41,-0.24,0.0
IXIC,2016-11-03,纳斯达克指数,5104.7,5058.41,5115.06,5053.52,5105.57,-0.92,0.0
IXIC,2016-11-02,纳斯达克指数,5147.27,5105.57,5156.7,5097.56,5153.58,-0.93,0.0
IXIC,2016-11-01,纳斯达克指数,5199.77,5153.58,5201.13,5112.32,5189.13,-0.69,0.0
IXIC,2016-10-31,纳斯达克指数,5205.09,5189.13,5206.7,5186.56,5190.1,-0.02,0.0
IXIC,2016-10-28,纳斯达克指数,5203.7,5190.1,5232.35,5178.76,5215.97,-0.5,0.0
IXIC,2016-10-27,纳斯达克指数,5272.19,5215.97,5274.12,5211.75,5250.27,-0.65,0.0
IXIC,2016-10-26,纳斯达克指数,5256.4,5250.27,5280.85,5237.05,5283.4,-0.63,0.0
IXIC,2016-10-25,纳斯达克指数,5306.47,5283.4,5310.27,5278.57,5309.83,-0.5,0.0
