day,symbol,vt_symbol,exchange,open,high,low,close,zf_rise
2020-05-07,AU9999,CU9999,XSGE,42790.0,43120.0,42610.0,43110.0,0.007478382799719561
2020-05-07,NI2007,NI9999,XSGE,101100.0,102780.0,100720.0,101890.0,0.00781404549950544
2020-05-07,rb2001,PB9999,XSGE,13820.0,13945.0,13770.0,13885.0,0.004703328509406657
2020-05-07,RU2009,RU9999,XSGE,10250.0,10475.0,10225.0,10380.0,0.012682926829268294
