,security,trade_date,open,close,low,high,volume,open_interest,pre_close,high_limit,change_pct,distance,MA5,MA10,MA20
76,ZN9999.XSGE,2007-07-18,26910.0,27340.0,26900.0,27450.0,74262.0,34482.0,26980.0,27885.0,0.0133,0.0004,27108.0,26837.5,26931.5
77,ZN9999.XSGE,2007-07-19,27340.0,27400.0,27250.0,27535.0,68300.0,34002.0,27340.0,28315.0,0.0022,0.0004,27200.0,26910.5,26861.0
78,ZN9999.XSGE,2007-07-20,27810.0,28470.0,27810.0,28470.0,79684.0,30838.0,27400.0,28470.0,0.0391,0.0008,27452.0,27132.5,26876.5
79,ZN9999.XSGE,2007-07-23,28820.0,29230.0,28780.0,29880.0,140614.0,31298.0,28470.0,29360.0,0.0267,0.0013,27884.0,27356.5,26983.5
80,ZN9999.XSGE,2007-07-24,28950.0,28530.0,28470.0,29030.0,144676.0,27326.0,29230.0,30475.0,-0.0239,0.0012,28194.0,27553.0,27087.25
81,ZN9999.XSGE,2007-07-25,28600.0,28900.0,28600.0,28970.0,101582.0,28498.0,28530.0,29905.0,0.013,0.0025,28506.0,27807.0,27251.25
82,ZN9999.XSGE,2007-07-26,28400.0,29120.0,28280.0,29195.0,116282.0,25746.0,28900.0,29975.0,0.0076,0.0199,28850.0,28025.0,27379.75
83,ZN9999.XSGE,2007-07-27,28310.0,28275.0,28120.0,28815.0,128304.0,23080.0,29120.0,29970.0,-0.029,0.0011,28811.0,28131.5,27455.5
84,ZN9999.XSGE,2007-07-30,28300.0,28425.0,28255.0,28600.0,66614.0,20584.0,28275.0,29610.0,0.0053,0.0004,28650.0,28267.0,27545.75
85,ZN9999.XSGE,2007-07-31,28530.0,28700.0,28530.0,28800.0,31224.0,15722.0,28425.0,29605.0,0.0097,0.0003,28684.0,28439.0,27604.0
86,ZN9999.XSGE,2007-08-01,28820.0,28110.0,28080.0,29000.0,15670.0,11562.0,28700.0,29830.0,-0.0206,-0.0002,28526.0,28516.0,27676.75
87,ZN9999.XSGE,2007-08-02,28450.0,28395.0,28040.0,28495.0,89268.0,23586.0,28110.0,29655.0,0.0101,-0.0001,28381.0,28615.5,27763.0
88,ZN9999.XSGE,2007-08-03,28250.0,28350.0,28150.0,28400.0,48774.0,24716.0,28395.0,29415.0,-0.0016,-0.0002,28396.0,28603.5,27868.0
89,ZN9999.XSGE,2007-08-06,27350.0,27470.0,27350.0,27660.0,58146.0,27880.0,28350.0,29440.0,-0.031,-0.0005,28205.0,28427.5,27892.0
90,ZN9999.XSGE,2007-08-07,27960.0,27630.0,27580.0,27960.0,48522.0,30298.0,27470.0,28625.0,0.0058,-0.0005,27991.0,28337.5,27945.25
91,ZN9999.XSGE,2007-08-08,27960.0,27820.0,27710.0,28030.0,51332.0,30218.0,27630.0,28805.0,0.0069,-0.0004,27933.0,28229.5,28018.25
92,ZN9999.XSGE,2007-08-09,27860.0,28390.0,27805.0,28390.0,72066.0,30324.0,27820.0,28955.0,0.0205,-0.0001,27932.0,28156.5,28090.75
93,ZN9999.XSGE,2007-08-10,27950.0,27965.0,27780.0,28155.0,82838.0,31452.0,28390.0,29260.0,-0.015,-0.0004,27855.0,28125.5,28128.5
94,ZN9999.XSGE,2007-08-13,28160.0,28120.0,28000.0,28215.0,43826.0,32806.0,27965.0,29050.0,0.0055,-0.0003,27985.0,28095.0,28181.0
95,ZN9999.XSGE,2007-08-14,28150.0,28005.0,27905.0,28170.0,33128.0,33466.0,28120.0,29230.0,-0.0041,-0.0004,28060.0,28025.5,28232.25
96,ZN9999.XSGE,2007-08-15,27710.0,27750.0,27630.0,27850.0,26888.0,34384.0,28005.0,29140.0,-0.0091,-0.0005,28046.0,27989.5,28252.75
97,ZN9999.XSGE,2007-08-16,27610.0,27100.0,26700.0,27875.0,101264.0,36448.0,27750.0,28875.0,-0.0234,-0.0011,27788.0,27860.0,28237.75
98,ZN9999.XSGE,2007-08-17,26120.0,26120.0,26120.0,26280.0,24842.0,36480.0,27100.0,28295.0,-0.0362,-0.0036,27419.0,27637.0,28120.25
99,ZN9999.XSGE,2007-08-20,26405.0,27020.0,26405.0,27080.0,78382.0,39066.0,26120.0,27190.0,0.0345,-0.0033,27199.0,27592.0,28009.75
100,ZN9999.XSGE,2007-08-21,26790.0,26770.0,26555.0,26975.0,75180.0,37348.0,27020.0,27855.0,-0.0093,-0.0075,26952.0,27506.0,27921.75
101,ZN9999.XSGE,2007-08-22,26700.0,26800.0,26485.0,26890.0,56846.0,35012.0,26770.0,27805.0,0.0011,-0.0013,26762.0,27404.0,27816.75
102,ZN9999.XSGE,2007-08-23,27490.0,27600.0,27320.0,27650.0,49946.0,30928.0,26800.0,27725.0,0.0299,0.0002,26862.0,27325.0,27740.75
103,ZN9999.XSGE,2007-08-24,27605.0,27240.0,27210.0,27610.0,40276.0,29852.0,27600.0,28585.0,-0.013,-0.0001,27086.0,27252.5,27689.0
104,ZN9999.XSGE,2007-08-27,27550.0,27725.0,27430.0,27790.0,25802.0,26080.0,27240.0,28460.0,0.0178,0.0004,27227.0,27213.0,27654.0
105,ZN9999.XSGE,2007-08-28,27780.0,27450.0,27400.0,27780.0,11700.0,23826.0,27725.0,28805.0,-0.0099,0.0002,27363.0,27157.5,27591.5
106,ZN9999.XSGE,2007-08-29,27015.0,27290.0,26880.0,27300.0,8254.0,21604.0,27450.0,28695.0,-0.0058,0.0002,27461.0,27111.5,27550.5
107,ZN9999.XSGE,2007-08-30,27175.0,27300.0,27160.0,27410.0,46192.0,28590.0,27290.0,27900.0,0.0004,0.0002,27401.0,27131.5,27495.75
108,ZN9999.XSGE,2007-08-31,27300.0,27500.0,27110.0,27505.0,60118.0,32910.0,27300.0,28395.0,0.0073,0.0003,27453.0,27269.5,27453.25
109,ZN9999.XSGE,2007-09-03,27700.0,27450.0,27425.0,27780.0,53458.0,34042.0,27500.0,28395.0,-0.0018,0.0003,27398.0,27312.5,27452.25
110,ZN9999.XSGE,2007-09-04,27255.0,27510.0,27215.0,27670.0,60116.0,37106.0,27450.0,28670.0,0.0022,0.0004,27410.0,27386.5,27446.25
111,ZN9999.XSGE,2007-09-05,27355.0,27130.0,26920.0,27500.0,98352.0,44994.0,27510.0,28600.0,-0.0138,0.0001,27378.0,27419.5,27411.75
112,ZN9999.XSGE,2007-09-06,26680.0,26380.0,26305.0,26780.0,105754.0,60732.0,27130.0,28285.0,-0.0276,-0.0004,27194.0,27297.5,27311.25
113,ZN9999.XSGE,2007-09-07,26520.0,26405.0,26395.0,26635.0,66740.0,66084.0,26380.0,27515.0,0.0009,-0.0003,26975.0,27214.0,27233.25
114,ZN9999.XSGE,2007-09-10,26000.0,25580.0,25570.0,26090.0,68966.0,73392.0,26405.0,27565.0,-0.0312,-0.0007,26601.0,26999.5,27106.25
115,ZN9999.XSGE,2007-09-11,25280.0,25870.0,25200.0,26010.0,138166.0,79846.0,25580.0,26765.0,0.0113,-0.0004,26273.0,26841.5,26999.5
116,ZN9999.XSGE,2007-09-12,26300.0,25740.0,25705.0,26300.0,111454.0,80306.0,25870.0,26680.0,-0.005,-0.0004,25995.0,26686.5,26899.0
117,ZN9999.XSGE,2007-09-13,25900.0,25670.0,25630.0,25950.0,67536.0,79946.0,25740.0,26920.0,-0.0027,-0.0003,25853.0,26523.5,26827.5
118,ZN9999.XSGE,2007-09-14,26100.0,26065.0,25825.0,26100.0,81586.0,75306.0,25670.0,26815.0,0.0154,-0.0001,25785.0,26380.0,26824.75
119,ZN9999.XSGE,2007-09-17,26000.0,26435.0,25950.0,26480.0,72996.0,72360.0,26065.0,26980.0,0.0142,0.0002,25956.0,26278.5,26795.5
120,ZN9999.XSGE,2007-09-18,26100.0,26125.0,26050.0,26380.0,75486.0,71608.0,26435.0,27270.0,-0.0117,0.0001,26007.0,26140.0,26763.25
121,ZN9999.XSGE,2007-09-19,26650.0,26695.0,26420.0,26780.0,74360.0,61040.0,26125.0,27235.0,0.0218,0.0004,26198.0,26096.5,26758.0
122,ZN9999.XSGE,2007-09-20,26800.0,26820.0,26695.0,27080.0,52644.0,55646.0,26695.0,27655.0,0.0047,0.0005,26428.0,26140.5,26719.0
123,ZN9999.XSGE,2007-09-21,26700.0,26715.0,26500.0,26780.0,29044.0,52166.0,26820.0,28005.0,-0.0039,0.0004,26558.0,26171.5,26692.75
124,ZN9999.XSGE,2007-09-24,26630.0,26720.0,26600.0,26845.0,14422.0,49716.0,26715.0,27690.0,0.0002,0.0004,26615.0,26285.5,26642.5
125,ZN9999.XSGE,2007-09-25,26760.0,26840.0,26635.0,26850.0,16256.0,43814.0,26720.0,27810.0,0.0045,0.0006,26758.0,26382.5,26612.0
